"TIME","GEO","AGE","UNIT","SEX","Value","Flag and Footnotes"
"2013","Luxembourg","Less than 25 years","Thousand persons","Total","3",""
"2013","Luxembourg","Less than 25 years","Percentage of total population","Total","4.0",""
"2013","Luxembourg","Less than 25 years","Percentage of active population","Total","16.9",""
"2013","Hungary","Total","Thousand persons","Total","441",""
"2013","Hungary","Total","Percentage of total population","Total","5.8",""
"2013","Hungary","Total","Percentage of active population","Total","10.2",""
"2013","Hungary","Less than 25 years","Thousand persons","Total","84",""
"2013","Hungary","Less than 25 years","Percentage of total population","Total","7.3",""
"2013","Hungary","Less than 25 years","Percentage of active population","Total","26.6",""
"2013","Malta","Total","Thousand persons","Total","12",""
"2013","Malta","Total","Percentage of total population","Total","3.7",""
"2013","Malta","Total","Percentage of active population","Total","6.4",""
"2013","Malta","Less than 25 years","Thousand persons","Total","4",""
"2013","Malta","Less than 25 years","Percentage of total population","Total","6.9",""
"2013","Malta","Less than 25 years","Percentage of active population","Total","13.0",""
"2013","Netherlands","Total","Thousand persons","Total","647",""
"2013","Netherlands","Total","Percentage of total population","Total","5.1",""
"2013","Netherlands","Total","Percentage of active population","Total","7.3",""
"2013","Netherlands","Less than 25 years","Thousand persons","Total","186",""
"2013","Netherlands","Less than 25 years","Percentage of total population","Total","9.1",""
"2013","Netherlands","Less than 25 years","Percentage of active population","Total","13.2",""
"2013","Austria","Total","Thousand persons","Total","231",""
"2013","Austria","Total","Percentage of total population","Total","3.6",""
"2013","Austria","Total","Percentage of active population","Total","5.4",""
"2013","Austria","Less than 25 years","Thousand persons","Total","56",""
"2013","Austria","Less than 25 years","Percentage of total population","Total","5.7",""
"2013","Austria","Less than 25 years","Percentage of active population","Total","9.7",""
"2013","Poland","Total","Thousand persons","Total","1,793",""
"2013","Poland","Total","Percentage of total population","Total","6.3",""
"2013","Poland","Total","Percentage of active population","Total","10.3",""
"2013","Poland","Less than 25 years","Thousand persons","Total","407",""
"2013","Poland","Less than 25 years","Percentage of total population","Total","9.1",""
"2013","Poland","Less than 25 years","Percentage of active population","Total","27.3",""
"2013","Portugal","Total","Thousand persons","Total","855",""
"2013","Portugal","Total","Percentage of total population","Total","10.8",""
"2013","Portugal","Total","Percentage of active population","Total","16.4",""
"2013","Portugal","Less than 25 years","Thousand persons","Total","148",""
"2013","Portugal","Less than 25 years","Percentage of total population","Total","13.3",""
"2013","Portugal","Less than 25 years","Percentage of active population","Total","38.1",""
"2013","Romania","Total","Thousand persons","Total","653",""
"2013","Romania","Total","Percentage of total population","Total","4.2",""
"2013","Romania","Total","Percentage of active population","Total","7.1",""
"2013","Romania","Less than 25 years","Thousand persons","Total","167",""
"2013","Romania","Less than 25 years","Percentage of total population","Total","7.1",""
"2013","Romania","Less than 25 years","Percentage of active population","Total","23.7",""
"2013","Slovenia","Total","Thousand persons","Total","102",""
"2013","Slovenia","Total","Percentage of total population","Total","6.4",""
"2013","Slovenia","Total","Percentage of active population","Total","10.1",""
"2013","Slovenia","Less than 25 years","Thousand persons","Total","16",""
"2013","Slovenia","Less than 25 years","Percentage of total population","Total","7.3",""
"2013","Slovenia","Less than 25 years","Percentage of active population","Total","21.6",""
"2013","Slovakia","Total","Thousand persons","Total","386",""
"2013","Slovakia","Total","Percentage of total population","Total","9.0",""
"2013","Slovakia","Total","Percentage of active population","Total","14.2",""
"2013","Slovakia","Less than 25 years","Thousand persons","Total","73",""
"2013","Slovakia","Less than 25 years","Percentage of total population","Total","10.4",""
"2013","Slovakia","Less than 25 years","Percentage of active population","Total","33.7",""
"2013","Finland","Total","Thousand persons","Total","219",""
"2013","Finland","Total","Percentage of total population","Total","5.4",""
"2013","Finland","Total","Percentage of active population","Total","8.2",""
"2013","Finland","Less than 25 years","Thousand persons","Total","66",""
"2013","Finland","Less than 25 years","Percentage of total population","Total","10.3",""
"2013","Finland","Less than 25 years","Percentage of active population","Total","19.9",""
"2013","Sweden","Total","Thousand persons","Total","411",""
"2013","Sweden","Total","Percentage of total population","Total","5.8",""
"2013","Sweden","Total","Percentage of active population","Total","8.0",""
"2013","Sweden","Less than 25 years","Thousand persons","Total","156",""
"2013","Sweden","Less than 25 years","Percentage of total population","Total","12.8",""
"2013","Sweden","Less than 25 years","Percentage of active population","Total","23.6",""
"2013","United Kingdom","Total","Thousand persons","Total","2,438",""
"2013","United Kingdom","Total","Percentage of total population","Total","5.2",""
"2013","United Kingdom","Total","Percentage of active population","Total","7.6",""
"2013","United Kingdom","Less than 25 years","Thousand persons","Total","939",""
"2013","United Kingdom","Less than 25 years","Percentage of total population","Total","12.1",""
"2013","United Kingdom","Less than 25 years","Percentage of active population","Total","20.7",""
"2013","Iceland","Total","Thousand persons","Total","10",""
"2013","Iceland","Total","Percentage of total population","Total","4.3",""
"2013","Iceland","Total","Percentage of active population","Total","5.4",""
"2013","Iceland","Less than 25 years","Thousand persons","Total","3",""
"2013","Iceland","Less than 25 years","Percentage of total population","Total","8.3",""
"2013","Iceland","Less than 25 years","Percentage of active population","Total","10.7",""
"2013","Norway","Total","Thousand persons","Total","95",""
"2013","Norway","Total","Percentage of total population","Total","2.4",""
"2013","Norway","Total","Percentage of active population","Total","3.5",""
"2013","Norway","Less than 25 years","Thousand persons","Total","35",""
"2013","Norway","Less than 25 years","Percentage of total population","Total","5.2",""
"2013","Norway","Less than 25 years","Percentage of active population","Total","9.1",""
"2013","Turkey","Total","Thousand persons","Total","2,449",""
"2013","Turkey","Total","Percentage of total population","Total","4.6",""
"2013","Turkey","Total","Percentage of active population","Total","9.0",""
"2013","Turkey","Less than 25 years","Thousand persons","Total","758",""
"2013","Turkey","Less than 25 years","Percentage of total population","Total","6.6",""
"2013","Turkey","Less than 25 years","Percentage of active population","Total","17.1",""
"2013","United States","Total","Thousand persons","Total","11,459",""
"2013","United States","Total","Percentage of total population","Total",":",""
"2013","United States","Total","Percentage of active population","Total","7.4",""
"2013","United States","Less than 25 years","Thousand persons","Total","3,324",""
"2013","United States","Less than 25 years","Percentage of total population","Total",":",""
"2013","United States","Less than 25 years","Percentage of active population","Total","15.5",""
"2013","Japan","Total","Thousand persons","Total","2,652",""
"2013","Japan","Total","Percentage of total population","Total",":",""
"2013","Japan","Total","Percentage of active population","Total","4.0",""
"2013","Japan","Less than 25 years","Thousand persons","Total","358",""
"2013","Japan","Less than 25 years","Percentage of total population","Total",":",""
"2013","Japan","Less than 25 years","Percentage of active population","Total","6.8",""
"2014","European Union (28 countries)","Total","Thousand persons","Total","24,812",""
"2014","European Union (28 countries)","Total","Percentage of total population","Total","6.5",""
"2014","European Union (28 countries)","Total","Percentage of active population","Total","10.2",""
"2014","European Union (28 countries)","Less than 25 years","Thousand persons","Total","5,145",""
"2014","European Union (28 countries)","Less than 25 years","Percentage of total population","Total","9.2",""
"2014","European Union (28 countries)","Less than 25 years","Percentage of active population","Total","22.2",""
"2014","European Union (27 countries)","Total","Thousand persons","Total","24,484",""
"2014","European Union (27 countries)","Total","Percentage of total population","Total","6.5",""
"2014","European Union (27 countries)","Total","Percentage of active population","Total","10.2",""
"2014","European Union (27 countries)","Less than 25 years","Thousand persons","Total","5,069",""
"2014","European Union (27 countries)","Less than 25 years","Percentage of total population","Total","9.2",""
"2014","European Union (27 countries)","Less than 25 years","Percentage of active population","Total","22.0",""
"2014","European Union (25 countries)","Total","Thousand persons","Total","23,471",""
"2014","European Union (25 countries)","Total","Percentage of total population","Total","6.6",""
"2014","European Union (25 countries)","Total","Percentage of active population","Total","10.3",""
"2014","European Union (25 countries)","Less than 25 years","Thousand persons","Total","4,861",""
"2014","European Union (25 countries)","Less than 25 years","Percentage of total population","Total","9.3",""
"2014","European Union (25 countries)","Less than 25 years","Percentage of active population","Total","22.0",""
"2014","Euro area (EA11-2000, EA12-2006, EA13-2007, EA15-2008, EA16-2010, EA17-2013, EA18-2014, EA19)","Total","Thousand persons","Total","18,482",""
"2014","Euro area (EA11-2000, EA12-2006, EA13-2007, EA15-2008, EA16-2010, EA17-2013, EA18-2014, EA19)","Total","Percentage of total population","Total","7.4",""
"2014","Euro area (EA11-2000, EA12-2006, EA13-2007, EA15-2008, EA16-2010, EA17-2013, EA18-2014, EA19)","Total","Percentage of active population","Total","11.6",""
"2014","Euro area (EA11-2000, EA12-2006, EA13-2007, EA15-2008, EA16-2010, EA17-2013, EA18-2014, EA19)","Less than 25 years","Thousand persons","Total","3,397",""
"2014","Euro area (EA11-2000, EA12-2006, EA13-2007, EA15-2008, EA16-2010, EA17-2013, EA18-2014, EA19)","Less than 25 years","Percentage of total population","Total","9.5",""
"2014","Euro area (EA11-2000, EA12-2006, EA13-2007, EA15-2008, EA16-2010, EA17-2013, EA18-2014, EA19)","Less than 25 years","Percentage of active population","Total","23.8",""
"2014","Euro area (19 countries)","Total","Thousand persons","Total","18,640",""
"2014","Euro area (19 countries)","Total","Percentage of total population","Total","7.4",""
"2014","Euro area (19 countries)","Total","Percentage of active population","Total","11.6",""
"2014","Euro area (19 countries)","Less than 25 years","Thousand persons","Total","3,422",""
"2014","Euro area (19 countries)","Less than 25 years","Percentage of total population","Total","9.5",""
"2014","Euro area (19 countries)","Less than 25 years","Percentage of active population","Total","23.8",""
"2014","Euro area (18 countries)","Total","Thousand persons","Total","18,482",""
"2014","Euro area (18 countries)","Total","Percentage of total population","Total","7.4",""
"2014","Euro area (18 countries)","Total","Percentage of active population","Total","11.6",""
"2014","Euro area (18 countries)","Less than 25 years","Thousand persons","Total","3,397",""
"2014","Euro area (18 countries)","Less than 25 years","Percentage of total population","Total","9.5",""
"2014","Euro area (18 countries)","Less than 25 years","Percentage of active population","Total","23.8",""
"2014","Belgium","Total","Thousand persons","Total","423",""
"2014","Belgium","Total","Percentage of total population","Total","5.1",""
"2014","Belgium","Total","Percentage of active population","Total","8.5",""
"2014","Belgium","Less than 25 years","Thousand persons","Total","93",""
"2014","Belgium","Less than 25 years","Percentage of total population","Total","7.0",""
"2014","Belgium","Less than 25 years","Percentage of active population","Total","23.2",""
"2014","Bulgaria","Total","Thousand persons","Total","385",""
"2014","Bulgaria","Total","Percentage of total population","Total","6.9",""
"2014","Bulgaria","Total","Percentage of active population","Total","11.4",""
"2014","Bulgaria","Less than 25 years","Thousand persons","Total","48",""
"2014","Bulgaria","Less than 25 years","Percentage of total population","Total","6.5",""
"2014","Bulgaria","Less than 25 years","Percentage of active population","Total","23.8",""
"2014","Czech Republic","Total","Thousand persons","Total","324",""
"2014","Czech Republic","Total","Percentage of total population","Total","3.9",""
"2014","Czech Republic","Total","Percentage of active population","Total","6.1",""
"2014","Czech Republic","Less than 25 years","Thousand persons","Total","56",""
"2014","Czech Republic","Less than 25 years","Percentage of total population","Total","5.1",""
"2014","Czech Republic","Less than 25 years","Percentage of active population","Total","15.9",""
"2014","Denmark","Total","Thousand persons","Total","191",""
"2014","Denmark","Total","Percentage of total population","Total","4.5",""
"2014","Denmark","Total","Percentage of active population","Total","6.6",""
"2014","Denmark","Less than 25 years","Thousand persons","Total","56",""
"2014","Denmark","Less than 25 years","Percentage of total population","Total","7.8",""
"2014","Denmark","Less than 25 years","Percentage of active population","Total","12.6",""
"2014","Germany (until 1990 former territory of the FRG)","Total","Thousand persons","Total","2,090",""
"2014","Germany (until 1990 former territory of the FRG)","Total","Percentage of total population","Total","3.4",""
"2014","Germany (until 1990 former territory of the FRG)","Total","Percentage of active population","Total","5.0",""
"2014","Germany (until 1990 former territory of the FRG)","Less than 25 years","Thousand persons","Total","327",""
"2014","Germany (until 1990 former territory of the FRG)","Less than 25 years","Percentage of total population","Total","3.9",""
"2014","Germany (until 1990 former territory of the FRG)","Less than 25 years","Percentage of active population","Total","7.7",""
"2014","Estonia","Total","Thousand persons","Total","50",""
"2014","Estonia","Total","Percentage of total population","Total","5.0",""
"2014","Estonia","Total","Percentage of active population","Total","7.4",""
"2014","Estonia","Less than 25 years","Thousand persons","Total","8",""
"2014","Estonia","Less than 25 years","Percentage of total population","Total","5.9",""
"2014","Estonia","Less than 25 years","Percentage of active population","Total","15.0",""
"2014","Ireland","Total","Thousand persons","Total","243",""
"2014","Ireland","Total","Percentage of total population","Total","7.3",""
"2014","Ireland","Total","Percentage of active population","Total","11.3",""
"2014","Ireland","Less than 25 years","Thousand persons","Total","47",""
"2014","Ireland","Less than 25 years","Percentage of total population","Total","8.9",""
"2014","Ireland","Less than 25 years","Percentage of active population","Total","23.9",""
"2014","Greece","Total","Thousand persons","Total","1,274",""
"2014","Greece","Total","Percentage of total population","Total","15.7",""
"2014","Greece","Total","Percentage of active population","Total","26.5",""
"2014","Greece","Less than 25 years","Thousand persons","Total","160",""
"2014","Greece","Less than 25 years","Percentage of total population","Total","14.7",""
"2014","Greece","Less than 25 years","Percentage of active population","Total","52.4",""
"2014","Spain","Total","Thousand persons","Total","5,610",""
"2014","Spain","Total","Percentage of total population","Total","16.0",""
"2014","Spain","Total","Percentage of active population","Total","24.5",""
"2014","Spain","Less than 25 years","Thousand persons","Total","851",""
"2014","Spain","Less than 25 years","Percentage of total population","Total","19.0",""
"2014","Spain","Less than 25 years","Percentage of active population","Total","53.2",""
"2014","France","Total","Thousand persons","Total","3,035",""
"2014","France","Total","Percentage of total population","Total","6.3",""
"2014","France","Total","Percentage of active population","Total","10.3",""
"2014","France","Less than 25 years","Thousand persons","Total","671",""
"2014","France","Less than 25 years","Percentage of total population","Total","8.7",""
"2014","France","Less than 25 years","Percentage of active population","Total","24.3",""
"2014","Croatia","Total","Thousand persons","Total","327",""
"2014","Croatia","Total","Percentage of total population","Total","10.1",""
"2014","Croatia","Total","Percentage of active population","Total","17.3",""
"2014","Croatia","Less than 25 years","Thousand persons","Total","75",""
"2014","Croatia","Less than 25 years","Percentage of total population","Total","15.3",""
"2014","Croatia","Less than 25 years","Percentage of active population","Total","45.5",""
"2014","Italy","Total","Thousand persons","Total","3,236",""
"2014","Italy","Total","Percentage of total population","Total","7.1",""
"2014","Italy","Total","Percentage of active population","Total","12.7",""
"2014","Italy","Less than 25 years","Thousand persons","Total","692",""
"2014","Italy","Less than 25 years","Percentage of total population","Total","11.6",""
"2014","Italy","Less than 25 years","Percentage of active population","Total","42.7",""
"2014","Cyprus","Total","Thousand persons","Total","70",""
"2014","Cyprus","Total","Percentage of total population","Total","11.0",""
"2014","Cyprus","Total","Percentage of active population","Total","16.1",""
"2014","Cyprus","Less than 25 years","Thousand persons","Total","15",""
"2014","Cyprus","Less than 25 years","Percentage of total population","Total","14.5",""
"2014","Cyprus","Less than 25 years","Percentage of active population","Total","36.0",""
"2014","Latvia","Total","Thousand persons","Total","108",""
"2014","Latvia","Total","Percentage of total population","Total","7.2",""
"2014","Latvia","Total","Percentage of active population","Total","10.8",""
"2014","Latvia","Less than 25 years","Thousand persons","Total","17",""
"2014","Latvia","Less than 25 years","Percentage of total population","Total","7.9",""
"2014","Latvia","Less than 25 years","Percentage of active population","Total","19.6",""
"2014","Lithuania","Total","Thousand persons","Total","158",""
"2014","Lithuania","Total","Percentage of total population","Total","7.1",""
"2014","Lithuania","Total","Percentage of active population","Total","10.7",""
"2014","Lithuania","Less than 25 years","Thousand persons","Total","25",""
"2014","Lithuania","Less than 25 years","Percentage of total population","Total","6.6",""
"2014","Lithuania","Less than 25 years","Percentage of active population","Total","19.3",""
"2014","Luxembourg","Total","Thousand persons","Total","16",""
"2014","Luxembourg","Total","Percentage of total population","Total","3.7",""
"2014","Luxembourg","Total","Percentage of active population","Total","6.0",""
"2014","Luxembourg","Less than 25 years","Thousand persons","Total","3",""
"2014","Luxembourg","Less than 25 years","Percentage of total population","Total","6.0",""
"2014","Luxembourg","Less than 25 years","Percentage of active population","Total","22.3",""
"2014","Hungary","Total","Thousand persons","Total","343",""
"2014","Hungary","Total","Percentage of total population","Total","4.5",""
"2014","Hungary","Total","Percentage of active population","Total","7.7",""
"2014","Hungary","Less than 25 years","Thousand persons","Total","68",""
"2014","Hungary","Less than 25 years","Percentage of total population","Total","6.0",""
"2014","Hungary","Less than 25 years","Percentage of active population","Total","20.4",""
"2014","Malta","Total","Thousand persons","Total","11",""
"2014","Malta","Total","Percentage of total population","Total","3.4",""
"2014","Malta","Total","Percentage of active population","Total","5.8",""
"2014","Malta","Less than 25 years","Thousand persons","Total","3",""
"2014","Malta","Less than 25 years","Percentage of total population","Total","6.1",""
"2014","Malta","Less than 25 years","Percentage of active population","Total","11.7",""
"2014","Netherlands","Total","Thousand persons","Total","660",""
"2014","Netherlands","Total","Percentage of total population","Total","5.2",""
"2014","Netherlands","Total","Percentage of active population","Total","7.4",""
"2014","Netherlands","Less than 25 years","Thousand persons","Total","175",""
"2014","Netherlands","Less than 25 years","Percentage of total population","Total","8.6",""
"2014","Netherlands","Less than 25 years","Percentage of active population","Total","12.7",""
"2014","Austria","Total","Thousand persons","Total","245",""
"2014","Austria","Total","Percentage of total population","Total","3.8",""
"2014","Austria","Total","Percentage of active population","Total","5.6",""
"2014","Austria","Less than 25 years","Thousand persons","Total","58",""
"2014","Austria","Less than 25 years","Percentage of total population","Total","6.0",""
"2014","Austria","Less than 25 years","Percentage of active population","Total","10.3",""
"2014","Poland","Total","Thousand persons","Total","1,567",""
"2014","Poland","Total","Percentage of total population","Total","5.5",""
"2014","Poland","Total","Percentage of active population","Total","9.0",""
"2014","Poland","Less than 25 years","Thousand persons","Total","347",""
"2014","Poland","Less than 25 years","Percentage of total population","Total","8.1",""
"2014","Poland","Less than 25 years","Percentage of active population","Total","23.9",""
"2014","Portugal","Total","Thousand persons","Total","729",""
"2014","Portugal","Total","Percentage of total population","Total","9.2",""
"2014","Portugal","Total","Percentage of active population","Total","14.1",""
"2014","Portugal","Less than 25 years","Thousand persons","Total","131",""
"2014","Portugal","Less than 25 years","Percentage of total population","Total","11.9",""
"2014","Portugal","Less than 25 years","Percentage of active population","Total","34.7",""
"2014","Romania","Total","Thousand persons","Total","629",""
"2014","Romania","Total","Percentage of total population","Total","4.1",""
"2014","Romania","Total","Percentage of active population","Total","6.8",""
"2014","Romania","Less than 25 years","Thousand persons","Total","161",""
"2014","Romania","Less than 25 years","Percentage of total population","Total","7.1",""
"2014","Romania","Less than 25 years","Percentage of active population","Total","24.0",""
"2014","Slovenia","Total","Thousand persons","Total","98",""
"2014","Slovenia","Total","Percentage of total population","Total","6.2",""
"2014","Slovenia","Total","Percentage of active population","Total","9.7",""
"2014","Slovenia","Less than 25 years","Thousand persons","Total","14",""
"2014","Slovenia","Less than 25 years","Percentage of total population","Total","6.8",""
"2014","Slovenia","Less than 25 years","Percentage of active population","Total","20.2",""
"2014","Slovakia","Total","Thousand persons","Total","359",""
"2014","Slovakia","Total","Percentage of total population","Total","8.4",""
"2014","Slovakia","Total","Percentage of active population","Total","13.2",""
"2014","Slovakia","Less than 25 years","Thousand persons","Total","63",""
"2014","Slovakia","Less than 25 years","Percentage of total population","Total","9.2",""
"2014","Slovakia","Less than 25 years","Percentage of active population","Total","29.7",""
"2014","Finland","Total","Thousand persons","Total","232",""
"2014","Finland","Total","Percentage of total population","Total","5.7",""
"2014","Finland","Total","Percentage of active population","Total","8.7",""
"2014","Finland","Less than 25 years","Thousand persons","Total","68",""
"2014","Finland","Less than 25 years","Percentage of total population","Total","10.7",""
"2014","Finland","Less than 25 years","Percentage of active population","Total","20.5",""
"2014","Sweden","Total","Thousand persons","Total","411",""
"2014","Sweden","Total","Percentage of total population","Total","5.7",""
"2014","Sweden","Total","Percentage of active population","Total","7.9",""
"2014","Sweden","Less than 25 years","Thousand persons","Total","153",""
"2014","Sweden","Less than 25 years","Percentage of total population","Total","12.7",""
"2014","Sweden","Less than 25 years","Percentage of active population","Total","22.9",""
"2014","United Kingdom","Total","Thousand persons","Total","1,996",""
"2014","United Kingdom","Total","Percentage of total population","Total","4.2",""
"2014","United Kingdom","Total","Percentage of active population","Total","6.1",""
"2014","United Kingdom","Less than 25 years","Thousand persons","Total","761",""
"2014","United Kingdom","Less than 25 years","Percentage of total population","Total","9.8",""
"2014","United Kingdom","Less than 25 years","Percentage of active population","Total","17.0",""
"2014","Iceland","Total","Thousand persons","Total","9",""
"2014","Iceland","Total","Percentage of total population","Total","4.0",""
"2014","Iceland","Total","Percentage of active population","Total","5.0",""
"2014","Iceland","Less than 25 years","Thousand persons","Total","3",""
"2014","Iceland","Less than 25 years","Percentage of total population","Total","7.7",""
"2014","Iceland","Less than 25 years","Percentage of active population","Total","10.0",""
"2014","Norway","Total","Thousand persons","Total","96",""
"2014","Norway","Total","Percentage of total population","Total","2.5",""
"2014","Norway","Total","Percentage of active population","Total","3.5",""
"2014","Norway","Less than 25 years","Thousand persons","Total","29",""
"2014","Norway","Less than 25 years","Percentage of total population","Total","4.3",""
"2014","Norway","Less than 25 years","Percentage of active population","Total","7.9",""
"2014","Turkey","Total","Thousand persons","Total","2,860",""
"2014","Turkey","Total","Percentage of total population","Total","5.2",""
"2014","Turkey","Total","Percentage of active population","Total","9.9",""
"2014","Turkey","Less than 25 years","Thousand persons","Total","860",""
"2014","Turkey","Less than 25 years","Percentage of total population","Total","7.3",""
"2014","Turkey","Less than 25 years","Percentage of active population","Total","18.0",""
"2014","United States","Total","Thousand persons","Total","9,616",""
"2014","United States","Total","Percentage of total population","Total",":",""
"2014","United States","Total","Percentage of active population","Total","6.2",""
"2014","United States","Less than 25 years","Thousand persons","Total","2,853",""
"2014","United States","Less than 25 years","Percentage of total population","Total",":",""
"2014","United States","Less than 25 years","Percentage of active population","Total","13.4",""
"2014","Japan","Total","Thousand persons","Total","2,360",""
"2014","Japan","Total","Percentage of total population","Total",":",""
"2014","Japan","Total","Percentage of active population","Total","3.6",""
"2014","Japan","Less than 25 years","Thousand persons","Total","330",""
"2014","Japan","Less than 25 years","Percentage of total population","Total",":",""
"2014","Japan","Less than 25 years","Percentage of active population","Total","6.3",""
"2015","European Union (28 countries)","Total","Thousand persons","Total","22,887",""
"2015","European Union (28 countries)","Total","Percentage of total population","Total","6.0",""
"2015","European Union (28 countries)","Total","Percentage of active population","Total","9.4",""
"2015","European Union (28 countries)","Less than 25 years","Thousand persons","Total","4,646",""
"2015","European Union (28 countries)","Less than 25 years","Percentage of total population","Total","8.4",""
"2015","European Union (28 countries)","Less than 25 years","Percentage of active population","Total","20.3",""
"2015","European Union (27 countries)","Total","Thousand persons","Total","22,578",""
"2015","European Union (27 countries)","Total","Percentage of total population","Total","6.0",""
"2015","European Union (27 countries)","Total","Percentage of active population","Total","9.4",""
"2015","European Union (27 countries)","Less than 25 years","Thousand persons","Total","4,577",""
"2015","European Union (27 countries)","Less than 25 years","Percentage of total population","Total","8.4",""
"2015","European Union (27 countries)","Less than 25 years","Percentage of active population","Total","20.2",""
"2015","European Union (25 countries)","Total","Thousand persons","Total","21,649",""
"2015","European Union (25 countries)","Total","Percentage of total population","Total","6.1",""
"2015","European Union (25 countries)","Total","Percentage of active population","Total","9.5",""
"2015","European Union (25 countries)","Less than 25 years","Thousand persons","Total","4,389",""
"2015","European Union (25 countries)","Less than 25 years","Percentage of total population","Total","8.5",""
"2015","European Union (25 countries)","Less than 25 years","Percentage of active population","Total","20.1",""
"2015","Euro area (EA11-2000, EA12-2006, EA13-2007, EA15-2008, EA16-2010, EA17-2013, EA18-2014, EA19)","Total","Thousand persons","Total","17,454",""
"2015","Euro area (EA11-2000, EA12-2006, EA13-2007, EA15-2008, EA16-2010, EA17-2013, EA18-2014, EA19)","Total","Percentage of total population","Total","6.9",""
"2015","Euro area (EA11-2000, EA12-2006, EA13-2007, EA15-2008, EA16-2010, EA17-2013, EA18-2014, EA19)","Total","Percentage of active population","Total","10.9",""
"2015","Euro area (EA11-2000, EA12-2006, EA13-2007, EA15-2008, EA16-2010, EA17-2013, EA18-2014, EA19)","Less than 25 years","Thousand persons","Total","3,160",""
"2015","Euro area (EA11-2000, EA12-2006, EA13-2007, EA15-2008, EA16-2010, EA17-2013, EA18-2014, EA19)","Less than 25 years","Percentage of total population","Total","8.8",""
"2015","Euro area (EA11-2000, EA12-2006, EA13-2007, EA15-2008, EA16-2010, EA17-2013, EA18-2014, EA19)","Less than 25 years","Percentage of active population","Total","22.4",""
"2015","Euro area (19 countries)","Total","Thousand persons","Total","17,454",""
"2015","Euro area (19 countries)","Total","Percentage of total population","Total","6.9",""
"2015","Euro area (19 countries)","Total","Percentage of active population","Total","10.9",""
"2015","Euro area (19 countries)","Less than 25 years","Thousand persons","Total","3,160",""
"2015","Euro area (19 countries)","Less than 25 years","Percentage of total population","Total","8.8",""
"2015","Euro area (19 countries)","Less than 25 years","Percentage of active population","Total","22.4",""
"2015","Euro area (18 countries)","Total","Thousand persons","Total","17,320",""
"2015","Euro area (18 countries)","Total","Percentage of total population","Total","6.9",""
"2015","Euro area (18 countries)","Total","Percentage of active population","Total","10.9",""
"2015","Euro area (18 countries)","Less than 25 years","Thousand persons","Total","3,140",""
"2015","Euro area (18 countries)","Less than 25 years","Percentage of total population","Total","8.8",""
"2015","Euro area (18 countries)","Less than 25 years","Percentage of active population","Total","22.4",""
"2015","Belgium","Total","Thousand persons","Total","422",""
"2015","Belgium","Total","Percentage of total population","Total","5.1",""
"2015","Belgium","Total","Percentage of active population","Total","8.5",""
"2015","Belgium","Less than 25 years","Thousand persons","Total","87",""
"2015","Belgium","Less than 25 years","Percentage of total population","Total","6.6",""
"2015","Belgium","Less than 25 years","Percentage of active population","Total","22.1",""
"2015","Bulgaria","Total","Thousand persons","Total","305",""
"2015","Bulgaria","Total","Percentage of total population","Total","5.5",""
"2015","Bulgaria","Total","Percentage of active population","Total","9.2",""
"2015","Bulgaria","Less than 25 years","Thousand persons","Total","40",""
"2015","Bulgaria","Less than 25 years","Percentage of total population","Total","5.6",""
"2015","Bulgaria","Less than 25 years","Percentage of active population","Total","21.6",""
"2015","Czech Republic","Total","Thousand persons","Total","268",""
"2015","Czech Republic","Total","Percentage of total population","Total","3.3",""
"2015","Czech Republic","Total","Percentage of active population","Total","5.1",""
"2015","Czech Republic","Less than 25 years","Thousand persons","Total","44",""
"2015","Czech Republic","Less than 25 years","Percentage of total population","Total","4.1",""
"2015","Czech Republic","Less than 25 years","Percentage of active population","Total","12.6",""
"2015","Denmark","Total","Thousand persons","Total","181",""
"2015","Denmark","Total","Percentage of total population","Total","4.2",""
"2015","Denmark","Total","Percentage of active population","Total","6.2",""
"2015","Denmark","Less than 25 years","Thousand persons","Total","49",""
"2015","Denmark","Less than 25 years","Percentage of total population","Total","6.7",""
"2015","Denmark","Less than 25 years","Percentage of active population","Total","10.8",""
"2015","Germany (until 1990 former territory of the FRG)","Total","Thousand persons","Total","1,950",""
"2015","Germany (until 1990 former territory of the FRG)","Total","Percentage of total population","Total","3.2",""
"2015","Germany (until 1990 former territory of the FRG)","Total","Percentage of active population","Total","4.6",""
"2015","Germany (until 1990 former territory of the FRG)","Less than 25 years","Thousand persons","Total","296",""
"2015","Germany (until 1990 former territory of the FRG)","Less than 25 years","Percentage of total population","Total","3.5",""
"2015","Germany (until 1990 former territory of the FRG)","Less than 25 years","Percentage of active population","Total","7.2",""
"2015","Estonia","Total","Thousand persons","Total","42",""
"2015","Estonia","Total","Percentage of total population","Total","4.3",""
"2015","Estonia","Total","Percentage of active population","Total","6.2",""
"2015","Estonia","Less than 25 years","Thousand persons","Total","7",""
"2015","Estonia","Less than 25 years","Percentage of total population","Total","5.5",""
"2015","Estonia","Less than 25 years","Percentage of active population","Total","13.1",""
"2015","Ireland","Total","Thousand persons","Total","204",""
"2015","Ireland","Total","Percentage of total population","Total","6.1",""
"2015","Ireland","Total","Percentage of active population","Total","9.4",""
"2015","Ireland","Less than 25 years","Thousand persons","Total","39",""
"2015","Ireland","Less than 25 years","Percentage of total population","Total","7.6",""
"2015","Ireland","Less than 25 years","Percentage of active population","Total","20.9",""
"2015","Greece","Total","Thousand persons","Total","1,197",""
